Breed,Class Name,Entries
Portuguese Podengo (Warren Hound),Class 1471.  For Working Gundogs - Best Dog Dog,11
Portuguese Podengo (Warren Hound),Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Portuguese Podengo (Warren Hound),Class 1473.  For Gamekeepers,12
Portuguese Podengo (Warren Hound),Class 1474.  For Working Gundogs - Best Dog Dog,48
Portuguese Podengo (Warren Hound),Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Portuguese Podengo (Warren Hound),Class 1476.  For Gamekeepers,11
Portuguese Podengo (Warren Hound),Class 1477.  For Working Gundogs - Best Dog Dog,21
Portuguese Podengo (Warren Hound),Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Portuguese Podengo (Warren Hound),Class 1479.  Gamekeeper Team,29
Portuguese Podengo (Warren Hound),Class 1480.  Class restricted to Retired Gamekeepers,5
Portuguese Podengo (Warren Hound),Class 1481.  Working Gundog Team,45
Portuguese Podengo (Warren Hound),Class 1482.  Best Young Handler under 14 years,15
Portuguese Podengo (Warren Hound),Class 1483.  Best Young Handler 14-18 years,2
Portuguese Podengo (Warren Hound),Class 3166.  Veteran Dog,4
Portuguese Podengo (Warren Hound),Class 3167.  Puppy Dog,1
Portuguese Podengo (Warren Hound),Class 3168.  Junior Dog,0
Portuguese Podengo (Warren Hound),Class 3169.  Post Graduate Dog,1
Portuguese Podengo (Warren Hound),Class 3170.  Open Dog,8
Portuguese Podengo (Warren Hound),Class 3171.  Good Citizen Dog Scheme Dog,1
Portuguese Podengo (Warren Hound),Class 3172.  Veteran Bitch,4
Portuguese Podengo (Warren Hound),Class 3173.  Puppy Bitch,2
Portuguese Podengo (Warren Hound),Class 3174.  Junior Bitch,5
Portuguese Podengo (Warren Hound),Class 3175.  Post Graduate Bitch,3
Portuguese Podengo (Warren Hound),Class 3176.  Open Bitch,5
Portuguese Podengo (Warren Hound),Class 3177.  Good Citizen Dog Scheme Bitch,1
Rhodesian Ridgeback,Class 1464.  For Gamekeepers,10
Rhodesian Ridgeback,Class 1465.  For Working Gundogs - Best Dog Dog,12
Rhodesian Ridgeback,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Rhodesian Ridgeback,Class 1467.  For Gamekeepers,2
Rhodesian Ridgeback,Class 1468.  For Working Gundogs - Best Dog Dog,5
Rhodesian Ridgeback,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Rhodesian Ridgeback,Class 1470.  For Gamekeepers,7
Rhodesian Ridgeback,Class 1471.  For Working Gundogs - Best Dog Dog,11
Rhodesian Ridgeback,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Rhodesian Ridgeback,Class 1473.  For Gamekeepers,12
Rhodesian Ridgeback,Class 1474.  For Working Gundogs - Best Dog Dog,48
Rhodesian Ridgeback,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Rhodesian Ridgeback,Class 1476.  For Gamekeepers,11
Rhodesian Ridgeback,Class 1477.  For Working Gundogs - Best Dog Dog,21
Rhodesian Ridgeback,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Rhodesian Ridgeback,Class 1479.  Gamekeeper Team,29
Rhodesian Ridgeback,Class 1480.  Class restricted to Retired Gamekeepers,5
Rhodesian Ridgeback,Class 1481.  Working Gundog Team,45
Rhodesian Ridgeback,Class 1482.  Best Young Handler under 14 years,15
Rhodesian Ridgeback,Class 1483.  Best Young Handler 14-18 years,2
Rhodesian Ridgeback,Class 3178.  Veteran Dog,14
Rhodesian Ridgeback,Class 3179.  Minor Puppy Dog,3
Rhodesian Ridgeback,Class 3180.  Puppy Dog,5
Rhodesian Ridgeback,Class 3181.  Junior Dog,7
Rhodesian Ridgeback,Class 3182.  Yearling Dog,14
Rhodesian Ridgeback,Class 3183.  Post Graduate Dog,12
Rhodesian Ridgeback,Class 3184.  Mid Limit Dog,12
Rhodesian Ridgeback,Class 3185.  Limit Dog,16
Rhodesian Ridgeback,Class 3186.  Open Dog,32
Rhodesian Ridgeback,Class 3187.  Good Citizen Dog Scheme Dog,12
Rhodesian Ridgeback,Class 3188.  Veteran Bitch,16
Rhodesian Ridgeback,Class 3189.  Minor Puppy Bitch,1
Rhodesian Ridgeback,Class 3190.  Puppy Bitch,5
Rhodesian Ridgeback,Class 3191.  Junior Bitch,18
Rhodesian Ridgeback,Class 3192.  Yearling Bitch,17
Rhodesian Ridgeback,Class 3193.  Post Graduate Bitch,16
Rhodesian Ridgeback,Class 3194.  Mid Limit Bitch,13
Rhodesian Ridgeback,Class 3195.  Limit Bitch,18
Rhodesian Ridgeback,Class 3196.  Open Bitch,42
Rhodesian Ridgeback,Class 3197.  Good Citizen Dog Scheme Bitch,6
Saluki,Class 1464.  For Gamekeepers,10
Saluki,Class 1465.  For Working Gundogs - Best Dog Dog,12
Saluki,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Saluki,Class 1467.  For Gamekeepers,2
Saluki,Class 1468.  For Working Gundogs - Best Dog Dog,5
Saluki,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Saluki,Class 1470.  For Gamekeepers,7
Saluki,Class 1471.  For Working Gundogs - Best Dog Dog,11
Saluki,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Saluki,Class 1473.  For Gamekeepers,12
Saluki,Class 1474.  For Working Gundogs - Best Dog Dog,48
Saluki,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Saluki,Class 1476.  For Gamekeepers,11
Saluki,Class 1477.  For Working Gundogs - Best Dog Dog,21
Saluki,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Saluki,Class 1479.  Gamekeeper Team,29
Saluki,Class 1480.  Class restricted to Retired Gamekeepers,5
Saluki,Class 1481.  Working Gundog Team,45
Saluki,Class 1482.  Best Young Handler under 14 years,15
Saluki,Class 1483.  Best Young Handler 14-18 years,2
Saluki,Class 3198.  Veteran Dog,7
Saluki,Class 3199.  Minor Puppy Dog,2
Saluki,Class 3200.  Puppy Dog,2
Saluki,Class 3201.  Junior Dog,3
Saluki,Class 3202.  Yearling Dog,6
Saluki,Class 3203.  Post Graduate Dog,6
Saluki,Class 3204.  Limit Dog,7
Saluki,Class 3205.  Open Dog,19
Saluki,Class 3206.  Good Citizen Dog Scheme Dog,1
Saluki,Class 3207.  Veteran Bitch,14
Saluki,Class 3208.  Minor Puppy Bitch,0
Saluki,Class 3209.  Puppy Bitch,4
Saluki,Class 3210.  Junior Bitch,3
Saluki,Class 3211.  Yearling Bitch,6
Saluki,Class 3212.  Post Graduate Bitch,7
Saluki,Class 3213.  Limit Bitch,14
Saluki,Class 3214.  Open Bitch,11
Saluki,Class 3215.  Good Citizen Dog Scheme Bitch,2
Sloughi,Class 1464.  For Gamekeepers,10
Sloughi,Class 1465.  For Working Gundogs - Best Dog Dog,12
Sloughi,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Sloughi,Class 1467.  For Gamekeepers,2
Sloughi,Class 1468.  For Working Gundogs - Best Dog Dog,5
Sloughi,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Sloughi,Class 1470.  For Gamekeepers,7
Sloughi,Class 1471.  For Working Gundogs - Best Dog Dog,11
Sloughi,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Sloughi,Class 1473.  For Gamekeepers,12
Sloughi,Class 1474.  For Working Gundogs - Best Dog Dog,48
Sloughi,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Sloughi,Class 1476.  For Gamekeepers,11
Sloughi,Class 1477.  For Working Gundogs - Best Dog Dog,21
Sloughi,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Sloughi,Class 1479.  Gamekeeper Team,29
Sloughi,Class 1480.  Class restricted to Retired Gamekeepers,5
Sloughi,Class 1481.  Working Gundog Team,45
Sloughi,Class 1482.  Best Young Handler under 14 years,15
Sloughi,Class 1483.  Best Young Handler 14-18 years,2
Sloughi,Class 3216.  Puppy Dog,0
Sloughi,Class 3217.  Junior Dog,0
Sloughi,Class 3218.  Post Graduate Dog,0
Sloughi,Class 3219.  Open Dog,5
Sloughi,Class 3220.  Good Citizen Dog Scheme Dog,2
Sloughi,Class 3221.  Puppy Bitch,0
Sloughi,Class 3222.  Junior Bitch,1
Sloughi,Class 3223.  Post Graduate Bitch,0
Sloughi,Class 3224.  Open Bitch,3
Sloughi,Class 3225.  Good Citizen Dog Scheme Bitch,0
Whippet,Class 1464.  For Gamekeepers,10
Whippet,Class 1465.  For Working Gundogs - Best Dog Dog,12
Whippet,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Whippet,Class 1467.  For Gamekeepers,2
Whippet,Class 1468.  For Working Gundogs - Best Dog Dog,5
Whippet,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Whippet,Class 1470.  For Gamekeepers,7
Whippet,Class 1471.  For Working Gundogs - Best Dog Dog,11
Whippet,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Whippet,Class 1473.  For Gamekeepers,12
Whippet,Class 1474.  For Working Gundogs - Best Dog Dog,48
Whippet,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Whippet,Class 1476.  For Gamekeepers,11
Whippet,Class 1477.  For Working Gundogs - Best Dog Dog,21
Whippet,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Whippet,Class 1479.  Gamekeeper Team,29
Whippet,Class 1480.  Class restricted to Retired Gamekeepers,5
Whippet,Class 1481.  Working Gundog Team,45
Whippet,Class 1482.  Best Young Handler under 14 years,15
Whippet,Class 1483.  Best Young Handler 14-18 years,2
Whippet,Class 3226.  Veteran Dog,22
Whippet,Class 3227.  Minor Puppy Dog,0
Whippet,Class 3228.  Puppy Dog,13
Whippet,Class 3229.  Junior Dog,15
Whippet,Class 3230.  Yearling Dog,21
Whippet,Class 3231.  Undergraduate Dog,21
Whippet,Class 3232.  Graduate Dog,16
Whippet,Class 3233.  Post Graduate Dog,19
Whippet,Class 3234.  Mid Limit Dog,17
Whippet,Class 3235.  Limit Dog,16
Whippet,Class 3236.  Open Dog,29
Whippet,Class 3237.  Special Racing/Lure Coursing Dog,13
Whippet,Class 3238.  Good Citizen Dog Scheme Dog,13
Whippet,Class 3239.  Veteran Bitch,26
Whippet,Class 3240.  Minor Puppy Bitch,2
Whippet,Class 3241.  Puppy Bitch,12
Whippet,Class 3242.  Junior Bitch,23
Whippet,Class 3243.  Yearling Bitch,21
Whippet,Class 3244.  Undergraduate Bitch,23
Whippet,Class 3245.  Graduate Bitch,21
Whippet,Class 3246.  Post Graduate Bitch,22
Whippet,Class 3247.  Mid Limit Bitch,19
Whippet,Class 3248.  Limit Bitch,21
Whippet,Class 3249.  Open Bitch,28
Whippet,Class 3250.  Special Racing/Lure Coursing Bitch,11
Whippet,Class 3251.  Good Citizen Dog Scheme Bitch,17
Any Variety Imported Breed Register (Hound),Class 1464.  For Gamekeepers,10
Any Variety Imported Breed Register (Hound),Class 1465.  For Working Gundogs - Best Dog Dog,12
Any Variety Imported Breed Register (Hound),Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Any Variety Imported Breed Register (Hound),Class 1467.  For Gamekeepers,2
Any Variety Imported Breed Register (Hound),Class 1468.  For Working Gundogs - Best Dog Dog,5
Any Variety Imported Breed Register (Hound),Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Any Variety Imported Breed Register (Hound),Class 1470.  For Gamekeepers,7
Any Variety Imported Breed Register (Hound),Class 1471.  For Working Gundogs - Best Dog Dog,11
Any Variety Imported Breed Register (Hound),Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Any Variety Imported Breed Register (Hound),Class 1473.  For Gamekeepers,12
Any Variety Imported Breed Register (Hound),Class 1474.  For Working Gundogs - Best Dog Dog,48
Any Variety Imported Breed Register (Hound),Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Any Variety Imported Breed Register (Hound),Class 1476.  For Gamekeepers,11
Any Variety Imported Breed Register (Hound),Class 1477.  For Working Gundogs - Best Dog Dog,21
Any Variety Imported Breed Register (Hound),Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Any Variety Imported Breed Register (Hound),Class 1479.  Gamekeeper Team,29
Any Variety Imported Breed Register (Hound),Class 1480.  Class restricted to Retired Gamekeepers,5
Any Variety Imported Breed Register (Hound),Class 1481.  Working Gundog Team,45
Any Variety Imported Breed Register (Hound),Class 1482.  Best Young Handler under 14 years,15
Any Variety Imported Breed Register (Hound),Class 1483.  Best Young Handler 14-18 years,2
Any Variety Imported Breed Register (Hound),Class 3252.  Puppy Dog,1
Any Variety Imported Breed Register (Hound),Class 3253.  Junior Dog,2
Any Variety Imported Breed Register (Hound),Class 3254.  Post Graduate Dog,3
Any Variety Imported Breed Register (Hound),Class 3255.  Limit Dog,4
Any Variety Imported Breed Register (Hound),Class 3256.  Open Dog,9
Any Variety Imported Breed Register (Hound),Class 3257.  Good Citizen Dog Scheme Dog,3
Any Variety Imported Breed Register (Hound),Class 3258.  Puppy Bitch,0
Any Variety Imported Breed Register (Hound),Class 3259.  Junior Bitch,6
Any Variety Imported Breed Register (Hound),Class 3260.  Post Graduate Bitch,8
Any Variety Imported Breed Register (Hound),Class 3261.  Limit Bitch,5
Any Variety Imported Breed Register (Hound),Class 3262.  Open Bitch,10
Any Variety Imported Breed Register (Hound),Class 3263.  Good Citizen Dog Scheme Bitch,3
Overall,Class 1464.  For Gamekeepers,10
Overall,Class 1465.  For Working Gundogs - Best Dog Dog,12
Overall,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Overall,Class 1467.  For Gamekeepers,2
Overall,Class 1468.  For Working Gundogs - Best Dog Dog,5
Overall,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Overall,Class 1470.  For Gamekeepers,7
Overall,Class 1471.  For Working Gundogs - Best Dog Dog,11
Overall,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Overall,Class 1473.  For Gamekeepers,12
Overall,Class 1474.  For Working Gundogs - Best Dog Dog,48
Overall,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Overall,Class 1476.  For Gamekeepers,11
Overall,Class 1477.  For Working Gundogs - Best Dog Dog,21
Overall,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Overall,Class 1479.  Gamekeeper Team,29
Overall,Class 1480.  Class restricted to Retired Gamekeepers,5
Overall,Class 1481.  Working Gundog Team,45
Overall,Class 1482.  Best Young Handler under 14 years,15
Overall,Class 1483.  Best Young Handler 14-18 years,2
Overall,Class 3252.  Puppy Dog,1
Overall,Class 3253.  Junior Dog,2
Overall,Class 3254.  Post Graduate Dog,3
Overall,Class 3255.  Limit Dog,4
Overall,Class 3256.  Open Dog,9
Overall,Class 3257.  Good Citizen Dog Scheme Dog,3
Overall,Class 3258.  Puppy Bitch,0
Overall,Class 3259.  Junior Bitch,6
Overall,Class 3260.  Post Graduate Bitch,8
Overall,Class 3261.  Limit Bitch,5
Overall,Class 3262.  Open Bitch,10
Overall,Class 3263.  Good Citizen Dog Scheme Bitch,3
Anatolian Shepherd Dog,Class 1464.  For Gamekeepers,10
Anatolian Shepherd Dog,Class 1465.  For Working Gundogs - Best Dog Dog,12
Anatolian Shepherd Dog,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Anatolian Shepherd Dog,Class 1467.  For Gamekeepers,2
Anatolian Shepherd Dog,Class 1468.  For Working Gundogs - Best Dog Dog,5
Anatolian Shepherd Dog,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Anatolian Shepherd Dog,Class 1470.  For Gamekeepers,7
Anatolian Shepherd Dog,Class 1471.  For Working Gundogs - Best Dog Dog,11
Anatolian Shepherd Dog,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Anatolian Shepherd Dog,Class 1473.  For Gamekeepers,12
Anatolian Shepherd Dog,Class 1474.  For Working Gundogs - Best Dog Dog,48
Anatolian Shepherd Dog,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Anatolian Shepherd Dog,Class 1476.  For Gamekeepers,11
Anatolian Shepherd Dog,Class 1477.  For Working Gundogs - Best Dog Dog,21
Anatolian Shepherd Dog,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Anatolian Shepherd Dog,Class 1479.  Gamekeeper Team,29
Anatolian Shepherd Dog,Class 1480.  Class restricted to Retired Gamekeepers,5
Anatolian Shepherd Dog,Class 1481.  Working Gundog Team,45
Anatolian Shepherd Dog,Class 1482.  Best Young Handler under 14 years,15
Anatolian Shepherd Dog,Class 1483.  Best Young Handler 14-18 years,2
Anatolian Shepherd Dog,Class 3252.  Puppy Dog,1
Anatolian Shepherd Dog,Class 3253.  Junior Dog,2
Anatolian Shepherd Dog,Class 3254.  Post Graduate Dog,3
Anatolian Shepherd Dog,Class 3255.  Limit Dog,4
Anatolian Shepherd Dog,Class 3256.  Open Dog,9
Anatolian Shepherd Dog,Class 3257.  Good Citizen Dog Scheme Dog,3
Anatolian Shepherd Dog,Class 3258.  Puppy Bitch,0
Anatolian Shepherd Dog,Class 3259.  Junior Bitch,6
Anatolian Shepherd Dog,Class 3260.  Post Graduate Bitch,8
Anatolian Shepherd Dog,Class 3261.  Limit Bitch,5
Anatolian Shepherd Dog,Class 3262.  Open Bitch,10
Anatolian Shepherd Dog,Class 3263.  Good Citizen Dog Scheme Bitch,3
Anatolian Shepherd Dog,Class 1855.  Junior Dog,4
Anatolian Shepherd Dog,Class 1856.  Open Dog,5
Anatolian Shepherd Dog,Class 1857.  Good Citizen Dog Scheme Dog,0
Anatolian Shepherd Dog,Class 1858.  Junior Bitch,1
Anatolian Shepherd Dog,Class 1859.  Open Bitch,7
Anatolian Shepherd Dog,Class 1860.  Good Citizen Dog Scheme Bitch,0
Australian Cattle Dog,Class 1464.  For Gamekeepers,10
Australian Cattle Dog,Class 1465.  For Working Gundogs - Best Dog Dog,12
Australian Cattle Dog,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Australian Cattle Dog,Class 1467.  For Gamekeepers,2
Australian Cattle Dog,Class 1468.  For Working Gundogs - Best Dog Dog,5
Australian Cattle Dog,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Australian Cattle Dog,Class 1470.  For Gamekeepers,7
Australian Cattle Dog,Class 1471.  For Working Gundogs - Best Dog Dog,11
Australian Cattle Dog,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Australian Cattle Dog,Class 1473.  For Gamekeepers,12
Australian Cattle Dog,Class 1474.  For Working Gundogs - Best Dog Dog,48
Australian Cattle Dog,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Australian Cattle Dog,Class 1476.  For Gamekeepers,11
Australian Cattle Dog,Class 1477.  For Working Gundogs - Best Dog Dog,21
Australian Cattle Dog,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Australian Cattle Dog,Class 1479.  Gamekeeper Team,29
Australian Cattle Dog,Class 1480.  Class restricted to Retired Gamekeepers,5
Australian Cattle Dog,Class 1481.  Working Gundog Team,45
Australian Cattle Dog,Class 1482.  Best Young Handler under 14 years,15
Australian Cattle Dog,Class 1483.  Best Young Handler 14-18 years,2
Australian Cattle Dog,Class 3252.  Puppy Dog,1
Australian Cattle Dog,Class 3253.  Junior Dog,2
Australian Cattle Dog,Class 3254.  Post Graduate Dog,3
Australian Cattle Dog,Class 3255.  Limit Dog,4
Australian Cattle Dog,Class 3256.  Open Dog,9
Australian Cattle Dog,Class 3257.  Good Citizen Dog Scheme Dog,3
Australian Cattle Dog,Class 3258.  Puppy Bitch,0
Australian Cattle Dog,Class 3259.  Junior Bitch,6
Australian Cattle Dog,Class 3260.  Post Graduate Bitch,8
Australian Cattle Dog,Class 3261.  Limit Bitch,5
Australian Cattle Dog,Class 3262.  Open Bitch,10
Australian Cattle Dog,Class 3263.  Good Citizen Dog Scheme Bitch,3
Australian Cattle Dog,Class 1861.  Veteran Dog,2
Australian Cattle Dog,Class 1862.  Puppy Dog,2
Australian Cattle Dog,Class 1863.  Junior Dog,0
Australian Cattle Dog,Class 1864.  Post Graduate Dog,0
Australian Cattle Dog,Class 1865.  Limit Dog,0
Australian Cattle Dog,Class 1866.  Open Dog,6
Australian Cattle Dog,Class 1867.  Good Citizen Dog Scheme Dog,0
Australian Cattle Dog,Class 1868.  Veteran Bitch,3
Australian Cattle Dog,Class 1869.  Puppy Bitch,1
Australian Cattle Dog,Class 1870.  Junior Bitch,3
Australian Cattle Dog,Class 1871.  Post Graduate Bitch,3
Australian Cattle Dog,Class 1872.  Limit Bitch,2
Australian Cattle Dog,Class 1873.  Open Bitch,10
Australian Cattle Dog,Class 1874.  Good Citizen Dog Scheme Bitch,2
Australian Shepherd,Class 1464.  For Gamekeepers,10
Australian Shepherd,Class 1465.  For Working Gundogs - Best Dog Dog,12
Australian Shepherd,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Australian Shepherd,Class 1467.  For Gamekeepers,2
Australian Shepherd,Class 1468.  For Working Gundogs - Best Dog Dog,5
Australian Shepherd,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Australian Shepherd,Class 1470.  For Gamekeepers,7
Australian Shepherd,Class 1471.  For Working Gundogs - Best Dog Dog,11
Australian Shepherd,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Australian Shepherd,Class 1473.  For Gamekeepers,12
Australian Shepherd,Class 1474.  For Working Gundogs - Best Dog Dog,48
Australian Shepherd,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Australian Shepherd,Class 1476.  For Gamekeepers,11
Australian Shepherd,Class 1477.  For Working Gundogs - Best Dog Dog,21
Australian Shepherd,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Australian Shepherd,Class 1479.  Gamekeeper Team,29
